timestamp,algorithm,environment,num_samples,seed,generation_time,actual_nodes_count,edges_count,path_length,path_nodes_count,search_time,path_success,dispersion,node_utilization,clearance
2026-02-23 01:54:59,delta,random,100,100,0.05771827697753906,87,197,5.471781061136541,5.444444444444445,0.03312190373738607,90.0,2.1858,0.2414,0.1534
2026-02-23 01:55:02,delta,random,100,101,0.06685733795166016,88,237,5.2799660153721035,5.125,0.03273877501487732,80.0,2.3326,0.3523,0.1669
2026-02-23 01:55:06,delta,random,100,102,0.06026864051818848,86,215,4.406566635737245,4.625,0.03219783306121826,80.0,1.8002,0.2558,0.1816
2026-02-23 01:55:09,delta,random,100,103,0.05994248390197754,93,226,5.853453806134167,6.777777777777778,0.03639533784654406,90.0,1.4338,0.2366,0.1681
2026-02-23 01:55:13,delta,random,100,104,0.0623929500579834,91,235,5.636639832487307,6.0,0.03558921813964844,90.0,1.8031,0.3077,0.1806
2026-02-23 01:55:19,delta,random,200,100,0.22839736938476562,194,882,5.033695900362503,5.6,0.06308627128601074,100.0,0.9231,0.1804,0.167
2026-02-23 01:55:25,delta,random,200,101,0.23292970657348633,192,898,4.678500892503767,5.333333333333333,0.06237300237019857,90.0,1.2568,0.1823,0.1722
2026-02-23 01:55:32,delta,random,200,102,0.22004270553588867,195,866,4.973120298708686,5.3,0.063592529296875,100.0,0.9241,0.1949,0.1687
2026-02-23 01:55:38,delta,random,200,103,0.2256779670715332,195,915,5.116971630981096,5.8,0.06342968940734864,100.0,0.871,0.1385,0.1658
2026-02-23 01:55:44,delta,random,200,104,0.22611045837402344,195,888,4.871183492151467,5.555555555555555,0.06440716319613987,90.0,0.7919,0.1538,0.1661
2026-02-23 01:55:54,delta,random,300,100,0.4871795177459717,298,1917,4.92350605585815,5.6,0.0931159257888794,100.0,0.6194,0.1242,0.1566
2026-02-23 01:56:03,delta,random,300,101,0.4886612892150879,297,1938,4.887772116267981,5.8,0.09151303768157959,100.0,0.5695,0.1414,0.1592
2026-02-23 01:56:13,delta,random,300,102,0.4903132915496826,297,1927,4.951196081833544,5.5,0.09145481586456299,100.0,0.568,0.1616,0.1586
2026-02-23 01:56:22,delta,random,300,103,0.47995638847351074,298,1927,4.895412558807431,5.8,0.09185531139373779,100.0,0.5715,0.1577,0.1615
2026-02-23 01:56:31,delta,random,300,104,0.49758124351501465,295,1999,4.9920097285516345,6.2,0.0923325777053833,100.0,0.6465,0.1288,0.1683
2026-02-23 01:56:47,delta,random,500,100,1.3389265537261963,499,5329,4.884057294336696,5.3,0.1492490291595459,100.0,0.3633,0.0822,0.1569
2026-02-23 01:57:03,delta,random,500,101,1.3138444423675537,500,5164,4.854661138290069,5.7,0.14889683723449706,100.0,0.4556,0.066,0.1508
2026-02-23 01:57:19,delta,random,500,102,1.3070266246795654,498,5175,4.8877907917653465,5.5,0.14931557178497315,100.0,0.3494,0.0944,0.1538
2026-02-23 01:57:35,delta,random,500,103,1.2971539497375488,498,5145,4.8694065118818,5.7,0.14900293350219726,100.0,0.3342,0.1165,0.1538
2026-02-23 01:57:51,delta,random,500,104,1.319627285003662,499,5200,4.892871121816891,5.7,0.1491995096206665,100.0,0.34,0.0922,0.1552
2026-02-23 01:58:14,delta,random,800,100,2.549285650253296,695,9925,4.840386092992664,5.9,0.2070934772491455,100.0,0.2307,0.0705,0.1494
2026-02-23 01:58:37,delta,random,800,101,2.7356748580932617,718,10531,4.8636865374564735,5.6,0.21200928688049317,100.0,0.2895,0.085,0.1479
2026-02-23 01:58:57,delta,random,800,102,2.0880286693573,626,8267,4.857419469923713,5.4,0.18540494441986083,100.0,0.3233,0.0703,0.1527
2026-02-23 01:59:18,delta,random,800,103,2.2966866493225098,660,8907,4.856627722122482,5.6,0.1957620620727539,100.0,0.2796,0.0758,0.1519
2026-02-23 01:59:40,delta,random,800,104,2.4738004207611084,686,9552,4.8398952062837335,5.9,0.2029728412628174,100.0,0.263,0.0685,0.1487
2026-02-23 02:00:03,delta,random,1000,100,2.598355293273926,695,9925,4.840386092992664,5.9,0.20647745132446288,100.0,0.2307,0.0705,0.1494
2026-02-23 02:00:26,delta,random,1000,101,2.7369165420532227,718,10531,4.8636865374564735,5.6,0.2124490976333618,100.0,0.2895,0.085,0.1479
2026-02-23 02:00:46,delta,random,1000,102,2.0893795490264893,626,8267,4.857419469923713,5.4,0.1856360912322998,100.0,0.3233,0.0703,0.1527
2026-02-23 02:01:07,delta,random,1000,103,2.2952914237976074,660,8907,4.856627722122482,5.6,0.19509351253509521,100.0,0.2796,0.0758,0.1519
2026-02-23 02:01:29,delta,random,1000,104,2.469522714614868,686,9552,4.8398952062837335,5.9,0.203283953666687,100.0,0.263,0.0685,0.1487
2026-02-23 02:01:52,delta,random,1500,100,2.554245710372925,695,9925,4.840386092992664,5.9,0.2069922685623169,100.0,0.2307,0.0705,0.1494
2026-02-23 02:02:15,delta,random,1500,101,2.7321460247039795,718,10531,4.8636865374564735,5.6,0.21259009838104248,100.0,0.2895,0.085,0.1479
2026-02-23 02:02:35,delta,random,1500,102,2.0873756408691406,626,8267,4.857419469923713,5.4,0.18546762466430664,100.0,0.3233,0.0703,0.1527
2026-02-23 02:02:57,delta,random,1500,103,2.297372817993164,660,8907,4.856627722122482,5.6,0.19626138210296631,100.0,0.2796,0.0758,0.1519
2026-02-23 02:03:19,delta,random,1500,104,2.4706525802612305,686,9552,4.8398952062837335,5.9,0.20236384868621826,100.0,0.263,0.0685,0.1487
2026-02-23 02:03:41,delta,random,2000,100,2.544593095779419,695,9925,4.840386092992664,5.9,0.20581634044647218,100.0,0.2307,0.0705,0.1494
2026-02-23 02:04:04,delta,random,2000,101,2.732475996017456,718,10531,4.8636865374564735,5.6,0.21205542087554932,100.0,0.2895,0.085,0.1479
2026-02-23 02:04:24,delta,random,2000,102,2.0882315635681152,626,8267,4.857419469923713,5.4,0.1848304033279419,100.0,0.3233,0.0703,0.1527
2026-02-23 02:04:46,delta,random,2000,103,2.2944772243499756,660,8907,4.856627722122482,5.6,0.19550802707672119,100.0,0.2796,0.0758,0.1519
2026-02-23 02:05:08,delta,random,2000,104,2.4731686115264893,686,9552,4.8398952062837335,5.9,0.2035447359085083,100.0,0.263,0.0685,0.1487
2026-02-23 02:05:11,beam,random,100,100,0.09639167785644531,92,255,5.456775294956503,7.0,0.029822905858357746,90.0,2.0131,0.2687,0.175
2026-02-23 02:05:13,beam,random,100,101,0.09296727180480957,65,176,5.151285373145308,5.25,0.022052377462387085,80.0,3.543,0.3333,0.1806
2026-02-23 02:05:15,beam,random,100,102,0.09217619895935059,88,222,5.129211684103408,5.0,0.022714197635650635,80.0,3.0059,0.2941,0.1838
2026-02-23 02:05:18,beam,random,100,103,0.09429001808166504,67,201,4.121856700046695,5.166666666666667,0.020778298377990723,60.0,4.7135,0.24,0.1763
2026-02-23 02:05:20,beam,random,100,104,0.09817051887512207,64,194,4.329881120327473,3.6,0.01907200813293457,50.0,3.1332,0.2083,0.1748
2026-02-23 02:05:25,beam,random,200,100,0.34747767448425293,199,651,5.229923638937112,6.5,0.049837779998779294,100.0,0.9576,0.1034,0.1598
2026-02-23 02:05:31,beam,random,200,101,0.3376951217651367,200,611,5.105168423233095,5.6,0.05163033008575439,100.0,0.6677,0.1375,0.1528
2026-02-23 02:05:36,beam,random,200,102,0.35936594009399414,200,621,5.219490135416853,6.6,0.049365878105163574,100.0,0.7965,0.1736,0.1546
2026-02-23 02:05:41,beam,random,200,103,0.3575162887573242,200,689,5.131049529084981,6.6,0.0517064094543457,100.0,1.7976,0.1677,0.1549
2026-02-23 02:05:47,beam,random,200,104,0.33898138999938965,199,676,5.232982585645055,5.2,0.04801390171051025,100.0,0.926,0.1905,0.1571
2026-02-23 02:05:54,beam,random,300,100,1.023277759552002,299,1336,4.946518476219753,6.4,0.06922590732574463,100.0,0.4845,0.0946,0.1497
2026-02-23 02:06:03,beam,random,300,101,1.099276065826416,300,1374,5.033093391949356,5.5,0.06931092739105224,100.0,0.4072,0.1322,0.1506
2026-02-23 02:06:11,beam,random,300,102,1.0582311153411865,300,1369,4.923646351188049,6.0,0.0715322732925415,100.0,0.4212,0.1169,0.1471
2026-02-23 02:06:19,beam,random,300,103,1.1745562553405762,298,1353,4.983873221390264,6.5,0.06984238624572754,100.0,0.4709,0.1339,0.1484
2026-02-23 02:06:27,beam,random,300,104,1.1483478546142578,300,1364,5.008334316225284,6.1,0.0713759183883667,100.0,0.4655,0.1588,0.153
2026-02-23 02:06:37,beam,random,500,100,2.0802526473999023,349,1899,4.97031846524106,5.8,0.07996890544891358,100.0,0.3625,0.1202,0.148
2026-02-23 02:06:47,beam,random,500,101,1.9734220504760742,338,1798,4.902643586087005,6.1,0.07673459053039551,100.0,0.378,0.1423,0.1499
2026-02-23 02:06:57,beam,random,500,102,2.134556293487549,346,1902,4.921853701766697,5.9,0.08115763664245605,100.0,0.4079,0.1057,0.1476
2026-02-23 02:07:07,beam,random,500,103,2.162611484527588,341,1855,4.9931324205847245,6.4,0.07908322811126708,100.0,0.4196,0.1406,0.1505
2026-02-23 02:07:17,beam,random,500,104,2.276742696762085,341,1795,5.002336123884935,6.2,0.0807316780090332,100.0,0.4655,0.1245,0.1495
2026-02-23 02:07:27,beam,random,800,100,2.0756783485412598,349,1899,4.97031846524106,5.8,0.07979137897491455,100.0,0.3625,0.1202,0.148
2026-02-23 02:07:37,beam,random,800,101,1.9652221202850342,338,1798,4.902643586087005,6.1,0.07672860622406005,100.0,0.378,0.1423,0.1499
2026-02-23 02:07:47,beam,random,800,102,2.132519006729126,346,1902,4.921853701766697,5.9,0.08116369247436524,100.0,0.4079,0.1057,0.1476
2026-02-23 02:07:57,beam,random,800,103,2.1580605506896973,341,1855,4.9931324205847245,6.4,0.07907567024230958,100.0,0.4196,0.1406,0.1505
2026-02-23 02:08:07,beam,random,800,104,2.2802834510803223,341,1795,5.002336123884935,6.2,0.08080086708068848,100.0,0.4655,0.1245,0.1495
2026-02-23 02:08:17,beam,random,1000,100,2.080047130584717,349,1899,4.97031846524106,5.8,0.07989633083343506,100.0,0.3625,0.1202,0.148
2026-02-23 02:08:27,beam,random,1000,101,1.9682910442352295,338,1798,4.902643586087005,6.1,0.07681393623352051,100.0,0.378,0.1423,0.1499
2026-02-23 02:08:37,beam,random,1000,102,2.132340908050537,346,1902,4.921853701766697,5.9,0.08126170635223388,100.0,0.4079,0.1057,0.1476
2026-02-23 02:08:47,beam,random,1000,103,2.1591668128967285,341,1855,4.9931324205847245,6.4,0.07909848690032958,100.0,0.4196,0.1406,0.1505
2026-02-23 02:08:57,beam,random,1000,104,2.279634952545166,341,1795,5.002336123884935,6.2,0.08075520992279053,100.0,0.4655,0.1245,0.1495
2026-02-23 02:09:07,beam,random,1500,100,2.0779225826263428,349,1899,4.97031846524106,5.8,0.07975292205810547,100.0,0.3625,0.1202,0.148
