timestamp,algorithm,environment,num_samples,seed,generation_time,search_time,path_length,edges_count,path_success_rate,dispersion,node_utilization,clearance
2026-02-27 14:11:15,delta,random,100,100,0.0573,0.0281,5.3423,197,60.0,1.9441,0.1264,0.1534
2026-02-27 14:11:16,delta,random,200,100,0.2249,0.0419,3.6944,882,100.0,0.9231,0.0258,0.167
2026-02-27 14:11:18,delta,random,300,100,0.4852,0.079,2.8474,1917,100.0,0.5631,0.0134,0.1566
2026-02-27 14:11:23,delta,random,500,100,1.3314,0.1467,3.86,5329,100.0,0.3611,0.02,0.1569
2026-02-27 14:11:30,delta,random,800,100,2.5429,0.1815,4.172,9925,100.0,0.2307,0.0245,0.1494
2026-02-27 14:11:37,delta,random,1000,100,2.5284,0.1809,4.172,9925,100.0,0.2307,0.0245,0.1494
2026-02-27 14:11:44,delta,random,1500,100,2.5844,0.1817,4.172,9925,100.0,0.2307,0.0245,0.1494
2026-02-27 14:11:51,delta,random,2000,100,2.5401,0.1812,4.172,9925,100.0,0.2307,0.0245,0.1494
2026-02-27 14:11:52,beam,random,100,100,0.0956,0.0252,4.1923,255,40.0,2.0131,0.0746,0.175
2026-02-27 14:11:53,beam,random,200,100,0.3469,0.0439,5.0404,651,80.0,0.9576,0.0,0.1598
2026-02-27 14:11:56,beam,random,300,100,1.0143,0.0635,4.0958,1336,80.0,0.4159,0.0135,0.1497
2026-02-27 14:11:59,beam,random,500,100,2.0607,0.0837,4.1438,1899,80.0,0.3389,0.031,0.148
2026-02-27 14:12:03,beam,random,800,100,2.0614,0.0724,4.1438,1899,80.0,0.3389,0.031,0.148
2026-02-27 14:12:07,beam,random,1000,100,2.0675,0.0722,4.1438,1899,80.0,0.3389,0.031,0.148
2026-02-27 14:12:11,beam,random,1500,100,2.0617,0.0723,4.1438,1899,80.0,0.3389,0.031,0.148
2026-02-27 14:12:15,beam,random,2000,100,2.0702,0.0723,4.1438,1899,80.0,0.3389,0.031,0.148
2026-02-27 14:12:15,spars,random,100,100,0.173,0.0247,4.9923,66,80.0,1.1432,0.0308,0.1463
2026-02-27 14:12:17,spars,random,200,100,0.7222,0.029,5.1917,116,100.0,1.0078,0.0659,0.1418
2026-02-27 14:12:19,spars,random,300,100,1.4143,0.0364,4.659,166,80.0,0.7407,0.0614,0.1414
2026-02-27 14:12:23,spars,random,500,100,3.2023,0.0458,5.7341,261,100.0,0.7957,0.0327,0.1427
2026-02-27 14:12:32,spars,random,800,100,6.9605,0.0591,5.4893,419,100.0,0.5698,0.0332,0.1442
2026-02-27 14:12:44,spars,random,1000,100,10.5926,0.078,4.9288,546,100.0,0.7416,0.0272,0.149
2026-02-27 14:13:08,spars,random,1500,100,21.8305,0.0929,4.3737,832,100.0,0.4577,0.0174,0.1495
2026-02-27 14:13:47,spars,random,2000,100,36.0082,0.1134,2.7513,1102,100.0,0.5852,0.0173,0.1529
2026-02-27 14:13:48,gsrm,random,100,100,0.6408,0.0187,4.5479,1170,100.0,0.2918,0.0554,0.1829
2026-02-27 14:13:50,gsrm,random,200,100,0.9692,0.0215,4.6641,1403,100.0,0.3304,0.0496,0.1824
2026-02-27 14:13:52,gsrm,random,300,100,1.3336,0.0235,4.2273,1583,100.0,0.3285,0.0477,0.181
2026-02-27 14:13:55,gsrm,random,500,100,1.9594,0.023,4.2607,1564,100.0,0.2266,0.0522,0.1775
2026-02-27 14:13:58,gsrm,random,800,100,2.9084,0.0223,4.2906,1511,100.0,0.3129,0.0535,0.1767
2026-02-27 14:14:03,gsrm,random,1000,100,3.6044,0.0223,4.2149,1487,100.0,0.2901,0.0553,0.1756
2026-02-27 14:14:09,gsrm,random,1500,100,5.1367,0.0225,4.2703,1494,100.0,0.279,0.0496,0.1744
2026-02-27 14:14:16,gsrm,random,2000,100,6.7218,0.0227,4.3106,1492,100.0,0.2901,0.0508,0.1748
2026-02-27 14:14:16,delta,maze,100,100,0.0385,0.0,0.0,18,0.0,7.3534,0.0,0.1868
2026-02-27 14:14:17,delta,maze,200,100,0.139,0.0,0.0,201,0.0,3.8102,0.013,0.1725
2026-02-27 14:14:19,delta,maze,300,100,0.3066,0.0866,18.1372,906,80.0,2.3,0.0373,0.1556
2026-02-27 14:14:23,delta,maze,500,100,0.8,0.1487,23.6411,2592,100.0,0.3086,0.0357,0.1471
2026-02-27 14:14:28,delta,maze,800,100,0.7984,0.1495,23.6411,2592,100.0,0.3086,0.0357,0.1471
2026-02-27 14:14:32,delta,maze,1000,100,0.7994,0.1491,23.6411,2592,100.0,0.3086,0.0357,0.1471
2026-02-27 14:14:36,delta,maze,1500,100,0.8012,0.1491,23.6411,2592,100.0,0.3086,0.0357,0.1471
2026-02-27 14:14:41,delta,maze,2000,100,0.7996,0.149,23.6411,2592,100.0,0.3086,0.0357,0.1471
2026-02-27 14:14:41,beam,maze,100,100,0.0654,0.0,0.0,41,0.0,8.9626,0.0,0.1856
2026-02-27 14:14:42,beam,maze,200,100,0.2663,0.0,0.0,204,0.0,6.5333,0.0417,0.1766
2026-02-27 14:14:44,beam,maze,300,100,0.6368,0.0725,21.6561,820,100.0,0.6316,0.0633,0.1731
2026-02-27 14:14:47,beam,maze,500,100,0.9416,0.0722,21.625,1027,100.0,0.4622,0.0625,0.1695
2026-02-27 14:14:50,beam,maze,800,100,0.9421,0.0723,21.625,1027,100.0,0.4622,0.0625,0.1695
2026-02-27 14:14:52,beam,maze,1000,100,0.9408,0.0722,21.625,1027,100.0,0.4622,0.0625,0.1695
2026-02-27 14:14:55,beam,maze,1500,100,0.9427,0.0723,21.625,1027,100.0,0.4622,0.0625,0.1695
2026-02-27 14:14:58,beam,maze,2000,100,0.9388,0.0723,21.625,1027,100.0,0.4622,0.0625,0.1695
2026-02-27 14:14:58,spars,maze,100,100,0.0212,0.0,0.0,12,0.0,1.3587,0.0,0.1572
2026-02-27 14:14:59,spars,maze,200,100,0.0723,0.0,0.0,37,0.0,1.2042,0.0,0.1611
2026-02-27 14:15:00,spars,maze,300,100,0.132,0.0,0.0,92,0.0,0.9201,0.0,0.1638
2026-02-27 14:15:01,spars,maze,500,100,0.3164,0.0,0.0,148,0.0,0.8354,0.0,0.1664
2026-02-27 14:15:03,spars,maze,800,100,0.7248,0.0669,8.7648,234,40.0,0.6683,0.0093,0.1674
2026-02-27 14:15:05,spars,maze,1000,100,1.0374,0.0726,14.5697,268,60.0,0.6955,0.0088,0.169
2026-02-27 14:15:08,spars,maze,1500,100,1.8905,0.0585,9.2679,341,80.0,0.7747,0.0123,0.1689
2026-02-27 14:15:13,spars,maze,2000,100,2.7866,0.0834,18.1101,413,100.0,0.7224,0.0115,0.1693
2026-02-27 14:15:15,gsrm,maze,100,100,0.9104,0.0309,15.8304,1610,100.0,0.333,0.1162,0.1955
2026-02-27 14:15:18,gsrm,maze,200,100,1.4523,0.0363,15.5363,2072,100.0,0.4013,0.1008,0.1897
2026-02-27 14:15:21,gsrm,maze,300,100,1.974,0.0377,15.5753,2175,100.0,0.3164,0.0946,0.1861
2026-02-27 14:15:25,gsrm,maze,500,100,3.0062,0.0402,15.6471,2271,100.0,0.3271,0.1034,0.1863
2026-02-27 14:15:30,gsrm,maze,800,100,4.4415,0.0388,15.5562,2209,100.0,0.3271,0.0917,0.1844
2026-02-27 14:15:36,gsrm,maze,1000,100,5.4024,0.0394,15.5066,2232,100.0,0.3271,0.0859,0.1841
2026-02-27 14:15:45,gsrm,maze,1500,100,7.8661,0.0442,15.58,2172,100.0,0.3838,0.0924,0.1841
2026-02-27 14:15:57,gsrm,maze,2000,100,10.3207,0.0386,15.6264,2179,100.0,0.3002,0.0913,0.1838
2026-02-27 14:15:57,delta,indoor,100,100,0.035,0.0,0.0,34,0.0,7.0336,0.0625,0.3582
2026-02-27 14:15:58,delta,indoor,200,100,0.1282,0.0429,3.903,346,80.0,4.0096,0.03,0.3144
2026-02-27 14:16:01,delta,indoor,300,100,0.2887,0.1191,9.507,1513,100.0,0.6479,0.0333,0.3159
2026-02-27 14:16:06,delta,indoor,500,100,0.7072,0.1864,9.5124,3678,100.0,0.4788,0.0171,0.3033
