timestamp,algorithm,environment,num_samples,seed,generation_time,search_time,path_length,edges_count,path_success_rate,node_utilization
2026-02-27 17:16:10,gsrm,maze,500,100,2.9441,0.0399,15.6471,2271,100.0,0.0997
2026-02-27 17:16:16,gsrm,maze,800,100,4.3891,0.0387,15.5562,2209,100.0,0.0945
2026-02-27 17:16:22,gsrm,maze,1000,100,5.3383,0.0448,15.5066,2232,100.0,0.0962
2026-02-27 17:16:31,gsrm,maze,1500,100,7.7426,0.0389,15.58,2172,100.0,0.1038
2026-02-27 17:16:42,gsrm,maze,2000,100,10.1767,0.039,15.6264,2179,100.0,0.1009
2026-02-27 17:16:42,delta,indoor,100,100,0.0353,0.0,0.0,34,0.0,0.0
2026-02-27 17:16:43,delta,indoor,200,100,0.1287,0.0431,3.903,346,80.0,0.0
2026-02-27 17:16:47,delta,indoor,300,100,0.2903,0.119,9.507,1513,100.0,0.0267
2026-02-27 17:16:52,delta,indoor,500,100,0.7139,0.1864,9.5124,3678,100.0,0.0171
2026-02-27 17:16:57,delta,indoor,800,100,0.711,0.1859,9.5124,3678,100.0,0.0171
2026-02-27 17:17:02,delta,indoor,1000,100,0.71,0.1859,9.5124,3678,100.0,0.0171
2026-02-27 17:17:07,delta,indoor,1500,100,0.7137,0.1858,9.5124,3678,100.0,0.0171
2026-02-27 17:17:13,delta,indoor,2000,100,0.7098,0.1854,9.5124,3678,100.0,0.0171
2026-02-27 17:17:14,beam,indoor,100,100,0.1237,0.0358,10.2078,282,100.0,0.0682
2026-02-27 17:17:15,beam,indoor,200,100,0.554,0.036,8.2342,879,100.0,0.082
2026-02-27 17:17:17,beam,indoor,300,100,0.8393,0.0346,8.2787,1260,100.0,0.0862
2026-02-27 17:17:19,beam,indoor,500,100,0.84,0.0347,8.2787,1260,100.0,0.0862
2026-02-27 17:17:20,beam,indoor,800,100,0.8409,0.0347,8.2787,1260,100.0,0.0862
2026-02-27 17:17:22,beam,indoor,1000,100,0.8391,0.0347,8.2787,1260,100.0,0.0862
2026-02-27 17:17:24,beam,indoor,1500,100,0.84,0.0349,8.2787,1260,100.0,0.0862
2026-02-27 17:17:26,beam,indoor,2000,100,0.8387,0.0347,8.2787,1260,100.0,0.0862
2026-02-27 17:17:26,spars,indoor,100,100,0.0597,0.0,0.0,16,0.0,0.0
2026-02-27 17:17:27,spars,indoor,200,100,0.2137,0.0,0.0,59,0.0,0.0
2026-02-27 17:17:28,spars,indoor,300,100,0.4121,0.0353,2.1682,98,40.0,0.0114
2026-02-27 17:17:30,spars,indoor,500,100,0.9985,0.0493,8.431,145,100.0,0.0297
2026-02-27 17:17:34,spars,indoor,800,100,1.9876,0.0564,10.5061,192,100.0,0.0336
2026-02-27 17:17:38,spars,indoor,1000,100,2.7163,0.0659,9.513,233,100.0,0.0078
2026-02-27 17:17:44,spars,indoor,1500,100,4.8445,0.0727,10.1649,308,100.0,0.0201
2026-02-27 17:17:53,spars,indoor,2000,100,7.2315,0.0747,8.5725,387,100.0,0.0414
2026-02-27 17:17:56,gsrm,indoor,100,100,1.0834,0.0597,9.1686,2468,100.0,0.0416
2026-02-27 17:17:59,gsrm,indoor,200,100,1.7154,0.0728,9.1046,3112,100.0,0.038
2026-02-27 17:18:03,gsrm,indoor,300,100,2.2918,0.0769,9.0487,3282,100.0,0.0392
2026-02-27 17:18:08,gsrm,indoor,500,100,3.3334,0.0773,13.4154,3132,100.0,0.0439
2026-02-27 17:18:15,gsrm,indoor,800,100,4.8829,0.0731,9.1858,3039,100.0,0.0392
2026-02-27 17:18:22,gsrm,indoor,1000,100,5.8959,0.0723,9.0474,3029,100.0,0.0409
2026-02-27 17:18:32,gsrm,indoor,1500,100,8.5426,0.0719,9.0438,3013,100.0,0.0412
2026-02-27 17:18:45,gsrm,indoor,2000,100,11.2581,0.0705,9.1096,2956,100.0,0.0434
