timestamp,algorithm,environment,num_samples,seed,generation_time,actual_nodes_count,edges_count,path_length,path_nodes_count,search_time,path_success,dispersion,node_utilization,clearance
2026-02-27 08:11:43,delta,random,100,100,0.05709028244018555,87,197,5.471781061136541,5.444444444444445,0.032806608412000865,90.0,2.1858,0.2414,0.1534
2026-02-27 08:11:46,delta,random,100,101,0.06599211692810059,88,237,5.2799660153721035,5.125,0.03241461515426636,80.0,2.3326,0.3523,0.1669
2026-02-27 08:11:50,delta,random,100,102,0.059511423110961914,86,215,4.406566635737245,4.625,0.032036155462265015,80.0,1.8002,0.2558,0.1816
2026-02-27 08:11:53,delta,random,100,103,0.05925107002258301,93,226,5.853453806134167,6.777777777777778,0.03603921996222602,90.0,1.4338,0.2366,0.1681
2026-02-27 08:11:57,delta,random,100,104,0.06170940399169922,91,235,5.636639832487307,6.0,0.035253021452162,90.0,1.8031,0.3077,0.1806
2026-02-27 08:12:03,delta,random,200,100,0.22563695907592773,194,882,5.033695900362503,5.6,0.06242375373840332,100.0,0.9231,0.1804,0.167
2026-02-27 08:12:09,delta,random,200,101,0.23137331008911133,192,898,4.678500892503767,5.333333333333333,0.061590486102634005,90.0,1.2568,0.1823,0.1722
2026-02-27 08:12:15,delta,random,200,102,0.21829462051391602,195,866,4.973120298708686,5.3,0.06304612159729003,100.0,0.9241,0.1949,0.1687
2026-02-27 08:12:22,delta,random,200,103,0.22390508651733398,195,915,5.116971630981096,5.8,0.06276185512542724,100.0,0.871,0.1385,0.1658
2026-02-27 08:12:28,delta,random,200,104,0.22409796714782715,195,888,4.871183492151467,5.555555555555555,0.0636040899488661,90.0,0.7919,0.1538,0.1661
2026-02-27 08:12:37,delta,random,300,100,0.48169898986816406,298,1917,4.92350605585815,5.6,0.09205214977264405,100.0,0.6194,0.1242,0.1566
2026-02-27 08:12:47,delta,random,300,101,0.4852423667907715,297,1938,4.887772116267981,5.8,0.0905876874923706,100.0,0.5695,0.1414,0.1592
2026-02-27 08:12:56,delta,random,300,102,0.48540306091308594,297,1927,4.951196081833544,5.5,0.0902968168258667,100.0,0.568,0.1616,0.1586
2026-02-27 08:13:05,delta,random,300,103,0.4758925437927246,298,1927,4.895412558807431,5.8,0.09097321033477783,100.0,0.5715,0.1577,0.1615
2026-02-27 08:13:15,delta,random,300,104,0.4932548999786377,295,1999,4.9920097285516345,6.2,0.09145376682281495,100.0,0.6465,0.1288,0.1683
2026-02-27 08:13:30,delta,random,500,100,1.3284416198730469,499,5329,4.884057294336696,5.3,0.14775867462158204,100.0,0.3633,0.0822,0.1569
2026-02-27 08:13:46,delta,random,500,101,1.2990062236785889,500,5164,4.854661138290069,5.7,0.14738848209381103,100.0,0.4556,0.066,0.1508
2026-02-27 08:14:02,delta,random,500,102,1.2944180965423584,498,5175,4.8877907917653465,5.5,0.14791412353515626,100.0,0.3494,0.0944,0.1538
2026-02-27 08:14:18,delta,random,500,103,1.2837090492248535,498,5145,4.8694065118818,5.7,0.14749109745025635,100.0,0.3342,0.1165,0.1538
2026-02-27 08:14:33,delta,random,500,104,1.3103559017181396,499,5200,4.892871121816891,5.7,0.14776792526245117,100.0,0.34,0.0922,0.1552
2026-02-27 08:14:56,delta,random,800,100,2.5246992111206055,695,9925,4.840386092992664,5.9,0.20445024967193604,100.0,0.2307,0.0705,0.1494
2026-02-27 08:15:19,delta,random,800,101,2.7144460678100586,718,10531,4.8636865374564735,5.6,0.21076464653015137,100.0,0.2895,0.085,0.1479
2026-02-27 08:15:39,delta,random,800,102,2.0687270164489746,626,8267,4.857419469923713,5.4,0.18350400924682617,100.0,0.3233,0.0703,0.1527
2026-02-27 08:16:00,delta,random,800,103,2.2803711891174316,660,8907,4.856627722122482,5.6,0.19400737285614014,100.0,0.2796,0.0758,0.1519
2026-02-27 08:16:21,delta,random,800,104,2.449612855911255,686,9552,4.8398952062837335,5.9,0.20103850364685058,100.0,0.263,0.0685,0.1487
2026-02-27 08:16:44,delta,random,1000,100,2.560929298400879,695,9925,4.840386092992664,5.9,0.2043537378311157,100.0,0.2307,0.0705,0.1494
2026-02-27 08:17:07,delta,random,1000,101,2.721975803375244,718,10531,4.8636865374564735,5.6,0.2116947889328003,100.0,0.2895,0.085,0.1479
2026-02-27 08:17:27,delta,random,1000,102,2.0690369606018066,626,8267,4.857419469923713,5.4,0.18421504497528077,100.0,0.3233,0.0703,0.1527
