timestamp,algorithm,environment,num_samples,seed,generation_time,search_time,path_length,edges_count,path_success_rate,dispersion,node_utilization,clearance
2026-02-27 15:07:53,delta,random,100,100,0.0577,0.0284,5.3423,197,60.0,1.9441,0.1264,0.1534
2026-02-27 15:07:54,delta,random,200,100,0.2277,0.0425,3.6944,882,100.0,0.9231,0.0258,0.167
2026-02-27 15:07:57,delta,random,300,100,0.4893,0.0798,2.8474,1917,100.0,0.5631,0.0134,0.1566
2026-02-27 15:08:01,delta,random,500,100,1.3418,0.1479,3.86,5329,100.0,0.3611,0.02,0.1569
2026-02-27 15:08:08,delta,random,800,100,2.5567,0.1828,4.172,9925,100.0,0.2307,0.0245,0.1494
2026-02-27 15:08:16,delta,random,1000,100,2.5548,0.1822,4.172,9925,100.0,0.2307,0.0245,0.1494
2026-02-27 15:08:23,delta,random,1500,100,2.6063,0.1833,4.172,9925,100.0,0.2307,0.0245,0.1494
