timestamp,algorithm,environment,num_samples,seed,generation_time,search_time,path_length,edges_count,path_success_rate,spatial_coverage
2026-02-28 02:34:41,delta,random,100,100,0.0574,0.0282,5.3423,197,60.0,0.056737
2026-02-28 02:34:42,delta,random,200,100,0.2261,0.0418,3.6944,882,100.0,0.023322
2026-02-28 02:34:45,delta,random,300,100,0.4829,0.0781,2.8474,1917,100.0,0.014944
2026-02-28 02:34:50,delta,random,500,100,1.3271,0.144,3.86,5329,100.0,0.008525
2026-02-28 02:34:56,delta,random,800,100,2.5307,0.1777,4.172,9925,100.0,0.00666
2026-02-28 02:35:04,delta,random,1000,100,2.5243,0.1778,4.172,9925,100.0,0.00666
2026-02-28 02:35:11,delta,random,1500,100,2.5614,0.1785,4.172,9925,100.0,0.00666
2026-02-28 02:35:18,delta,random,2000,100,2.5309,0.1781,4.172,9925,100.0,0.00666
2026-02-28 02:35:18,beam,random,100,100,0.0955,0.0252,4.1923,255,40.0,0.08414
2026-02-28 02:35:20,beam,random,200,100,0.3459,0.0437,5.0404,651,80.0,0.028168
2026-02-28 02:35:22,beam,random,300,100,1.0102,0.0636,4.0958,1336,80.0,0.017553
2026-02-28 02:35:26,beam,random,500,100,2.0568,0.0721,4.1438,1899,80.0,0.014935
2026-02-28 02:35:29,beam,random,800,100,2.0587,0.0722,4.1438,1899,80.0,0.014935
2026-02-28 02:35:33,beam,random,1000,100,2.0556,0.0721,4.1438,1899,80.0,0.014935
2026-02-28 02:35:37,beam,random,1500,100,2.0601,0.0722,4.1438,1899,80.0,0.014935
2026-02-28 02:35:41,beam,random,2000,100,2.0598,0.0722,4.1438,1899,80.0,0.014935
2026-02-28 02:35:41,spars,random,100,100,0.1729,0.0246,4.9923,66,80.0,0.060318
2026-02-28 02:35:43,spars,random,200,100,0.7205,0.029,5.1917,116,100.0,0.065898
2026-02-28 02:35:45,spars,random,300,100,1.4093,0.0362,4.659,166,80.0,0.04812
2026-02-28 02:35:49,spars,random,500,100,3.1945,0.0457,5.7341,261,100.0,0.031504
2026-02-28 02:35:58,spars,random,800,100,6.95,0.0589,5.4893,419,100.0,0.022616
2026-02-28 02:36:10,spars,random,1000,100,10.5742,0.0775,4.9288,546,100.0,0.016578
2026-02-28 02:36:34,spars,random,1500,100,21.7252,0.0922,4.3737,832,100.0,0.012919
2026-02-28 02:37:13,spars,random,2000,100,35.9591,0.1132,2.7513,1102,100.0,0.012086
2026-02-28 02:37:14,gsrm,random,100,100,0.6111,0.0187,4.5479,1170,100.0,0.007742
2026-02-28 02:37:15,gsrm,random,200,100,0.9608,0.0217,4.6641,1403,100.0,0.006533
2026-02-28 02:37:17,gsrm,random,300,100,1.3093,0.0236,4.2273,1583,100.0,0.006173
2026-02-28 02:37:20,gsrm,random,500,100,1.9315,0.0233,4.2607,1564,100.0,0.006023
2026-02-28 02:37:24,gsrm,random,800,100,2.9797,0.0225,4.2906,1511,100.0,0.006156
2026-02-28 02:37:28,gsrm,random,1000,100,3.562,0.0224,4.2149,1487,100.0,0.006198
2026-02-28 02:37:34,gsrm,random,1500,100,5.1901,0.0227,4.2703,1494,100.0,0.006132
2026-02-28 02:37:41,gsrm,random,2000,100,6.756,0.0227,4.3106,1492,100.0,0.006124
2026-02-28 02:37:41,delta,maze,100,100,0.0383,0.0,0.0,18,0.0,0.0
2026-02-28 02:37:42,delta,maze,200,100,0.1388,0.0,0.0,201,0.0,0.0
2026-02-28 02:37:44,delta,maze,300,100,0.3054,0.0865,18.1372,906,80.0,0.05691
2026-02-28 02:37:48,delta,maze,500,100,0.7967,0.1474,23.6411,2592,100.0,0.036111
2026-02-28 02:37:52,delta,maze,800,100,0.7967,0.1476,23.6411,2592,100.0,0.036111
2026-02-28 02:37:56,delta,maze,1000,100,0.7961,0.1478,23.6411,2592,100.0,0.036111
2026-02-28 02:38:01,delta,maze,1500,100,0.7971,0.1478,23.6411,2592,100.0,0.036111
2026-02-28 02:38:05,delta,maze,2000,100,0.7958,0.1472,23.6411,2592,100.0,0.036111
2026-02-28 02:38:05,beam,maze,100,100,0.0656,0.0,0.0,41,0.0,0.266244
2026-02-28 02:38:06,beam,maze,200,100,0.2678,0.0,0.0,204,0.0,0.115623
2026-02-28 02:38:08,beam,maze,300,100,0.6349,0.0721,21.6561,820,100.0,0.068602
2026-02-28 02:38:11,beam,maze,500,100,0.9484,0.0724,21.625,1027,100.0,0.06162
2026-02-28 02:38:14,beam,maze,800,100,0.9477,0.0721,21.625,1027,100.0,0.06162
2026-02-28 02:38:17,beam,maze,1000,100,0.9493,0.0724,21.625,1027,100.0,0.06162
2026-02-28 02:38:19,beam,maze,1500,100,0.9812,0.0719,21.625,1027,100.0,0.06162
2026-02-28 02:38:22,beam,maze,2000,100,0.9351,0.0718,21.625,1027,100.0,0.06162
2026-02-28 02:38:22,spars,maze,100,100,0.0211,0.0,0.0,12,0.0,0.025861
2026-02-28 02:38:23,spars,maze,200,100,0.0714,0.0,0.0,37,0.0,0.0
2026-02-28 02:38:24,spars,maze,300,100,0.1309,0.0,0.0,92,0.0,0.019721
2026-02-28 02:38:25,spars,maze,500,100,0.3136,0.0,0.0,148,0.0,0.0
2026-02-28 02:38:27,spars,maze,800,100,0.7164,0.0664,8.7648,234,40.0,0.073651
2026-02-28 02:38:29,spars,maze,1000,100,1.026,0.0718,14.5697,268,60.0,0.049298
2026-02-28 02:38:33,spars,maze,1500,100,1.8693,0.0578,9.2679,341,80.0,0.045287
2026-02-28 02:38:38,spars,maze,2000,100,2.7596,0.0824,18.1101,413,100.0,0.081192
2026-02-28 02:38:39,gsrm,maze,100,100,0.8656,0.0311,15.8304,1610,100.0,0.021378
2026-02-28 02:38:42,gsrm,maze,200,100,1.4507,0.0366,15.5363,2072,100.0,0.01713
2026-02-28 02:38:45,gsrm,maze,300,100,1.9921,0.0379,15.5753,2175,100.0,0.016562
2026-02-28 02:38:49,gsrm,maze,500,100,2.9441,0.0401,15.6471,2271,100.0,0.015953
2026-02-28 02:38:54,gsrm,maze,800,100,4.3901,0.0388,15.5562,2209,100.0,0.016209
2026-02-28 02:39:00,gsrm,maze,1000,100,5.3356,0.0464,15.5066,2232,100.0,0.01601
2026-02-28 02:39:09,gsrm,maze,1500,100,7.8308,0.0389,15.58,2172,100.0,0.016449
2026-02-28 02:39:20,gsrm,maze,2000,100,10.1854,0.0389,15.6264,2179,100.0,0.016455
2026-02-28 02:39:21,delta,indoor,100,100,0.0348,0.0,0.0,34,0.0,0.28733
2026-02-28 02:39:22,delta,indoor,200,100,0.1274,0.0427,3.903,346,80.0,0.076062
2026-02-28 02:39:25,delta,indoor,300,100,0.2869,0.1177,9.507,1513,100.0,0.034235
2026-02-28 02:39:30,delta,indoor,500,100,0.7053,0.1826,9.5124,3678,100.0,0.017269
2026-02-28 02:39:35,delta,indoor,800,100,0.7031,0.1846,9.5124,3678,100.0,0.017269
2026-02-28 02:39:40,delta,indoor,1000,100,0.7035,0.1848,9.5124,3678,100.0,0.017269
2026-02-28 02:39:46,delta,indoor,1500,100,0.7049,0.1848,9.5124,3678,100.0,0.017269
2026-02-28 02:39:51,delta,indoor,2000,100,0.7032,0.1841,9.5124,3678,100.0,0.017269
2026-02-28 02:39:52,beam,indoor,100,100,0.1231,0.0354,10.2078,282,100.0,0.147575
2026-02-28 02:39:53,beam,indoor,200,100,0.5536,0.0356,8.2342,879,100.0,0.046644
2026-02-28 02:39:55,beam,indoor,300,100,0.8369,0.0344,8.2787,1260,100.0,0.039337
2026-02-28 02:39:57,beam,indoor,500,100,0.8379,0.0344,8.2787,1260,100.0,0.039337
2026-02-28 02:39:58,beam,indoor,800,100,0.8372,0.0344,8.2787,1260,100.0,0.039337
2026-02-28 02:40:00,beam,indoor,1000,100,0.8398,0.0345,8.2787,1260,100.0,0.039337
2026-02-28 02:40:02,beam,indoor,1500,100,0.8394,0.0345,8.2787,1260,100.0,0.039337
2026-02-28 02:40:04,beam,indoor,2000,100,0.8381,0.0345,8.2787,1260,100.0,0.039337
2026-02-28 02:40:04,spars,indoor,100,100,0.0592,0.0,0.0,16,0.0,0.064565
2026-02-28 02:40:05,spars,indoor,200,100,0.211,0.0,0.0,59,0.0,0.045809
2026-02-28 02:40:06,spars,indoor,300,100,0.4077,0.0348,2.1682,98,40.0,0.091929
2026-02-28 02:40:08,spars,indoor,500,100,0.9857,0.0487,8.431,145,100.0,0.072378
2026-02-28 02:40:12,spars,indoor,800,100,1.9611,0.0557,10.5061,192,100.0,0.070126
2026-02-28 02:40:16,spars,indoor,1000,100,2.6834,0.0653,9.513,233,100.0,0.062933
2026-02-28 02:40:22,spars,indoor,1500,100,4.7849,0.0718,10.1649,308,100.0,0.049242
2026-02-28 02:40:31,spars,indoor,2000,100,7.1449,0.0739,8.5725,387,100.0,0.039889
2026-02-28 02:40:33,gsrm,indoor,100,100,1.0726,0.0598,9.1686,2468,100.0,0.007284
2026-02-28 02:40:37,gsrm,indoor,200,100,1.722,0.0728,9.1046,3112,100.0,0.005888
2026-02-28 02:40:41,gsrm,indoor,300,100,2.2937,0.0772,9.0487,3282,100.0,0.005621
2026-02-28 02:40:46,gsrm,indoor,500,100,3.3313,0.0769,13.4154,3132,100.0,0.006971
2026-02-28 02:40:52,gsrm,indoor,800,100,4.8751,0.0726,9.1858,3039,100.0,0.005943
2026-02-28 02:41:00,gsrm,indoor,1000,100,5.9258,0.0725,9.0474,3029,100.0,0.005996
2026-02-28 02:41:10,gsrm,indoor,1500,100,8.5263,0.0716,9.0438,3013,100.0,0.00607
2026-02-28 02:41:23,gsrm,indoor,2000,100,11.3933,0.0705,9.1096,2956,100.0,0.006151
