timestamp,algorithm,environment,num_samples,seed,generation_time,search_time,path_length,edges_count,path_success_rate,spatial_coverage
2026-02-28 15:18:06,delta,random,100,100,0.0629,0.0242,5.3423,197,60.0,0.056737
2026-02-28 15:18:07,delta,random,200,100,0.1925,0.0356,3.6944,882,100.0,0.023322
2026-02-28 15:18:09,delta,random,300,100,0.4121,0.0663,2.8474,1917,100.0,0.014944
2026-02-28 15:18:13,delta,random,500,100,1.1261,0.1223,3.86,5329,100.0,0.008525
2026-02-28 15:18:19,delta,random,800,100,2.1471,0.1512,4.172,9925,100.0,0.00666
2026-02-28 15:18:26,delta,random,1000,100,2.1685,0.1518,4.172,9925,100.0,0.00666
2026-02-28 15:18:27,beam,random,100,100,0.0923,0.0218,4.1923,255,40.0,0.08414
2026-02-28 15:18:28,beam,random,200,100,0.3539,0.0381,5.0404,651,80.0,0.028168
2026-02-28 15:18:30,beam,random,300,100,1.0774,0.0541,4.0958,1336,80.0,0.017553
2026-02-28 15:18:34,beam,random,500,100,2.2375,0.0619,4.1438,1899,80.0,0.014935
2026-02-28 15:18:37,beam,random,800,100,2.2541,0.0623,4.1438,1899,80.0,0.014935
2026-02-28 15:18:41,beam,random,1000,100,2.2386,0.0614,4.1438,1899,80.0,0.014935
2026-02-28 15:18:42,spars,random,100,100,0.1496,0.0213,4.9923,66,80.0,0.060318
2026-02-28 15:18:43,spars,random,200,100,0.6152,0.0246,5.1917,116,100.0,0.065898
2026-02-28 15:18:45,spars,random,300,100,1.2116,0.0315,4.659,166,80.0,0.04812
2026-02-28 15:18:49,spars,random,500,100,2.7681,0.0398,5.7341,261,100.0,0.031504
2026-02-28 15:18:56,spars,random,800,100,6.0137,0.0508,5.4893,419,100.0,0.022616
2026-02-28 15:19:07,spars,random,1000,100,9.1702,0.0675,4.9288,546,100.0,0.016578
2026-02-28 15:19:08,gsrm,random,100,100,0.6513,0.016,4.5479,1170,100.0,0.007742
2026-02-28 15:19:09,gsrm,random,200,100,0.7779,0.0183,4.6641,1403,100.0,0.006533
2026-02-28 15:19:11,gsrm,random,300,100,1.0759,0.0199,4.2273,1583,100.0,0.006173
2026-02-28 15:19:13,gsrm,random,500,100,1.514,0.0199,4.2607,1564,100.0,0.006023
2026-02-28 15:19:15,gsrm,random,800,100,2.1866,0.019,4.2906,1511,100.0,0.006156
2026-02-28 15:19:19,gsrm,random,1000,100,2.5942,0.019,4.2149,1487,100.0,0.006198
2026-02-28 15:19:19,delta,maze,100,100,0.033,0.0,0.0,18,0.0,0.0
2026-02-28 15:19:19,delta,maze,200,100,0.1195,0.0,0.0,201,0.0,0.0
