timestamp,algorithm,environment,seed,path_length,search_time,start,goal,success
2026-02-14T11:20:17.892434,delta,maze,43,27.764053870591848,0.10681009292602539,"(1.1275347506198339, 5.968852084938918)","(1.3072314490226853, 2.357778275660418)",True
2026-02-14T11:20:18.084559,delta,maze,43,19.133842349709962,0.14044737815856934,"(3.20596274694917, 8.419547411296259)","(6.527684088360653, 5.303389680377357)",True
2026-02-14T11:20:18.204949,delta,maze,43,10.887359059108189,0.11236977577209473,"(0.28433547935873194, 7.190733303546773)","(3.8705101806238575, 7.860061762560933)",True
2026-02-14T11:20:18.377036,delta,maze,43,41.6134465692052,0.16512751579284668,"(2.493327033426817, 0.5574723791812877)","(8.493156680812163, 2.166084159666839)",True
2026-02-14T11:20:18.442381,delta,maze,43,9.188602639419225,0.05843210220336914,"(3.968896590863145, 3.0977454159784457)","(0.7512944599651832, 8.263602003451105)",True
2026-02-14T11:20:18.558033,delta,maze,43,11.101609074288572,0.10869622230529785,"(8.319603647899642, 9.520357896066802)","(3.776693761072354, 9.35398362606492)",True
2026-02-14T11:20:18.679517,delta,maze,43,7.855095842149534,0.11441612243652344,"(4.368431936229245, 6.563301586873716)","(2.9204343067498746, 2.570587261444538)",True
2026-02-14T11:20:18.804506,delta,maze,43,24.377944708421747,0.11812186241149902,"(4.660844396671082, 6.236462040200922)","(8.919500142645536, 5.147505576850025)",True
2026-02-14T11:20:18.944547,delta,maze,43,35.89505047523314,0.1331031322479248,"(9.339794165670067, 4.037139237186315)","(6.16210079964518, 2.700476011159731)",True
2026-02-14T11:20:19.065334,delta,maze,43,16.100660560253644,0.11376547813415527,"(6.567422614083342, 6.9062129572293065)","(5.973686738338649, 5.29233774898023)",True
2026-02-14T11:20:19.169341,delta,maze,43,9.653732061311445,0.09698009490966797,"(2.019602138950358, 1.9517824709024787)","(7.798240875197234, 2.845261222153415)",True
2026-02-14T11:20:19.280642,delta,maze,43,25.90340047381268,0.10430574417114258,"(1.4158881085437216, 3.9587753364086016)","(3.04064136307698, 2.3853005595534302)",True
2026-02-14T11:20:19.382765,delta,maze,43,4.488460750993568,0.09529948234558105,"(7.3281519955700585, 7.057437148971385)","(9.247695796206054, 4.932728402349262)",True
2026-02-14T11:20:19.509036,delta,maze,43,37.821504300943886,0.11930322647094727,"(5.825602030820622, 9.461004100437181)","(4.716772667862103, 2.855942358801358)",True
2026-02-14T11:20:19.614003,delta,maze,43,14.425588506364367,0.09798479080200195,"(0.6244615695096826, 5.582319109641978)","(8.527778474938977, 8.659294356744116)",True
2026-02-14T11:20:19.722131,delta,maze,43,15.358668003267226,0.10131096839904785,"(9.352330935321175, 7.2506654340740475)","(1.8101869839810703, 4.2598475466506915)",True
2026-02-14T11:20:19.855452,delta,maze,43,27.33594169721298,0.1264636516571045,"(8.68181505636916, 2.4994535472810058)","(4.344464408344044, 6.045982363044772)",True
2026-02-14T11:20:20.009757,delta,maze,43,38.25853841413181,0.14737343788146973,"(0.4381031438703198, 3.0539491992296774)","(7.3699889263870455, 7.011891047975035)",True
2026-02-14T11:20:20.127594,delta,maze,43,8.215508606540384,0.11090278625488281,"(9.227231588831508, 7.613574593745941)","(2.109239446874425, 8.868717570205856)",True
2026-02-14T11:20:20.175037,delta,maze,43,4.778524663365026,0.04044532775878906,"(5.412188640711755, 8.279999298253191)","(9.040396940975798, 8.12382053360359)",True
2026-02-14T11:20:20.315206,delta,maze,43,42.60629683520837,0.13329124450683594,"(4.74992759811554, 1.2569513474455178)","(6.314830866815374, 2.0061209184724214)",True
2026-02-14T11:20:20.420816,delta,maze,43,12.317736910073334,0.09859657287597656,"(9.498703937544349, 6.869561756446383)","(0.591562734645226, 7.116874402855597)",True
2026-02-14T11:20:20.518892,delta,maze,43,9.694002892357608,0.0912623405456543,"(5.724580140993151, 7.140319692043805)","(2.8635359339048807, 5.1234166400069885)",True
2026-02-14T11:20:20.618776,delta,maze,43,30.034891948029095,0.09318780899047852,"(3.7098423266253846, 0.7600664938507152)","(4.771680527074446, 4.588300279485267)",True
2026-02-14T11:20:20.817969,delta,maze,43,44.07741943662262,0.19250249862670898,"(2.1020786393997617, 0.9276375633014752)","(8.102493707779649, 0.254430238473061)",True
2026-02-14T11:20:20.871217,delta,maze,43,6.15843395235504,0.046512603759765625,"(4.699149210118545, 1.5595474662290174)","(9.332373917228283, 1.627487700736069)",True
2026-02-14T11:20:20.966025,delta,maze,43,7.602454340749729,0.08806777000427246,"(3.6189960090219246, 9.158687841928693)","(0.8000831350064473, 4.448828723216045)",True
2026-02-14T11:20:21.103197,delta,maze,43,38.278103055453435,0.13025689125061035,"(8.695447798272934, 3.130169590799247)","(4.762952135786739, 3.148657566653329)",True
2026-02-14T11:20:21.258451,delta,maze,43,32.12178776098551,0.14827775955200195,"(4.363088381295991, 0.4385078153299084)","(4.381199010274651, 6.959713038011151)",True
2026-02-14T11:20:21.376187,delta,maze,43,10.077068014736133,0.11086869239807129,"(9.524804826497586, 6.487318160681191)","(2.073493862781422, 7.791741222995722)",True
2026-02-14T11:20:21.478913,delta,maze,43,10.2172879131246,0.09574246406555176,"(3.4329986258329543, 4.923877480902933)","(6.894683632089602, 1.6819512239957972)",True
2026-02-14T11:20:21.615061,delta,maze,43,34.848013630113755,0.12930727005004883,"(5.890382523095441, 1.5683391852427717)","(9.496857208969782, 3.2098427814478225)",True
2026-02-14T11:20:21.735803,delta,maze,43,12.974806373095555,0.11371970176696777,"(0.8660634321947176, 9.442193413039892)","(4.59244226965033, 5.477737499785912)",True
2026-02-14T11:20:21.822501,delta,maze,43,5.375578383630132,0.0798647403717041,"(6.787248695357166, 3.4764015476068013)","(4.69799465889959, 6.457985623068262)",True
2026-02-14T11:20:21.999769,delta,maze,43,34.464538982983626,0.17052245140075684,"(5.65613242040526, 6.681660936868893)","(2.1259137179743357, 0.2182435337343094)",True
2026-02-14T11:20:22.126628,delta,maze,43,16.36202491573698,0.11996817588806152,"(0.3819469043646425, 4.4757951383451555)","(8.600578956095767, 5.2837404216583765)",True
2026-02-14T11:20:22.220139,delta,maze,43,14.322809174714436,0.08680987358093262,"(5.149834175036776, 5.33341750194707)","(5.06090598223795, 8.686253123331836)",True
2026-02-14T11:20:22.376883,delta,maze,43,27.045867179462793,0.14987874031066895,"(1.944483451610152, 7.59798193530191)","(2.5888849863639707, 0.43132989690654433)",True
2026-02-14T11:20:22.496162,delta,maze,43,15.33969808251062,0.11229681968688965,"(8.788844494689089, 5.4629956314792345)","(0.2313014932068365, 5.612012899970401)",True
2026-02-14T11:20:22.588363,delta,maze,43,5.175855225389247,0.08530688285827637,"(6.889505646601762, 7.004604585260997)","(2.7115912033460474, 9.255311515895396)",True
2026-02-14T11:20:22.677136,delta,maze,43,14.284066261901236,0.0819244384765625,"(4.280290981309056, 6.11094071974291)","(3.1780210804280546, 0.31934401249580324)",True
2026-02-14T11:20:22.798091,delta,maze,43,8.648706474929998,0.11418819427490234,"(5.263040060802899, 9.523735016557396)","(2.658392409055955, 3.8511385310198887)",True
2026-02-14T11:20:22.977602,delta,maze,43,34.81575058400179,0.17275786399841309,"(0.6882422296658439, 4.349717012881733)","(1.9483617260794257, 0.6134380637705624)",True
2026-02-14T11:20:23.091413,delta,maze,43,31.97643594445129,0.10698628425598145,"(2.309405742971165, 4.195900382177746)","(6.370970811033123, 2.7679202739762454)",True
2026-02-14T11:20:23.208247,delta,maze,43,33.80485298143529,0.10962748527526855,"(4.297332352564089, 9.260045427353395)","(1.047524901534333, 3.9261276770723614)",True
2026-02-14T11:20:23.327396,delta,maze,43,23.447642015438728,0.11224365234375,"(7.789313355952134, 1.0074413788668937)","(5.425176846224894, 3.4388141342443803)",True
2026-02-14T11:20:23.457101,delta,maze,43,20.68992029437989,0.12281203269958496,"(0.7507684686371272, 8.768295973341855)","(6.911159445274629, 4.129848578167289)",True
2026-02-14T11:20:23.601897,delta,maze,43,38.13395581934857,0.13786792755126953,"(7.4803337326339845, 7.816070338030162)","(3.0181961462080342, 0.42555181328928116)",True
2026-02-14T11:20:23.720343,delta,maze,43,18.820623110371194,0.11165666580200195,"(7.079379185212067, 6.3822128045853255)","(0.6418188848999755, 0.5098532690791819)",True
2026-02-14T11:20:23.872604,delta,maze,43,37.72494991783492,0.14544963836669922,"(4.800669314659271, 7.898242185014092)","(0.9152174620805612, 3.429266139292792)",True
2026-02-14T11:20:23.978121,delta,maze,43,6.914010676072645,0.09863114356994629,"(9.240522632354503, 6.4264848623334085)","(4.247780939778381, 9.421968253117392)",True
2026-02-14T11:20:24.077080,delta,maze,43,13.207390532903444,0.09221911430358887,"(1.4070743652144138, 6.424030200043316)","(7.016902778456819, 7.543459341730777)",True
2026-02-14T11:20:24.177301,delta,maze,43,9.289673547952363,0.09337639808654785,"(5.989343547294706, 1.8556937769649051)","(0.5289074252693117, 2.563214984798304)",True
2026-02-14T11:20:24.365757,delta,maze,43,43.562904049569255,0.1816577911376953,"(8.698652958056975, 0.4043645741990308)","(2.824189678075322, 0.9208017393021949)",True
2026-02-14T11:20:24.520068,delta,maze,43,32.46983940036695,0.1473853588104248,"(4.849578736960643, 2.899026825873872)","(8.63928697601086, 7.070451466062775)",True
2026-02-14T11:20:24.659822,delta,maze,43,27.62693777178865,0.13291549682617188,"(1.9357182568183373, 6.072199342893447)","(1.3239170965172222, 2.918747729422605)",True
2026-02-14T11:20:24.854190,delta,maze,43,33.60262159470636,0.18719983100891113,"(9.165238301158984, 0.49443648507072996)","(7.928074497484282, 6.12854076123572)",True
2026-02-14T11:20:24.972002,delta,maze,43,18.273598948613444,0.1108710765838623,"(1.7037309819606434, 6.7968800557197335)","(6.565710554895972, 0.311100524444554)",True
